year,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,country
2006,5.329,3.382,1.913,0.034,MDV
2007,5.329,3.382,1.913,0.034,MDV
2008,5.329,3.382,1.913,0.034,MDV
2009,5.329,3.382,1.913,0.034,MDV
2010,6.447,4.114,2.3,0.033,MDV
2011,6.447,4.114,2.3,0.033,MDV
2012,6.447,4.114,2.3,0.033,MDV
2013,6.447,4.114,2.3,0.033,MDV
2014,6.447,4.114,2.3,0.033,MDV
2015,7.389,4.535,2.737,0.117,MDV
2016,7.389,4.535,2.737,0.117,MDV
2017,7.389,4.535,2.737,0.117,MDV
2018,7.389,4.535,2.737,0.117,MDV
2019,7.389,4.535,2.737,0.117,MDV
2020,7.389,4.535,2.737,0.117,MDV
2021,7.389,4.535,2.737,0.117,MDV
2022,7.389,4.535,2.737,0.117,MDV
2000,1.296,1.023,0.243,0.03,MLI
2001,1.296,1.023,0.243,0.03,MLI
2002,1.296,1.023,0.243,0.03,MLI
2003,1.296,1.023,0.243,0.03,MLI
2004,1.296,1.023,0.243,0.03,MLI
2005,1.809,1.367,0.401,0.042,MLI
2006,1.809,1.367,0.401,0.042,MLI
2007,1.809,1.367,0.401,0.042,MLI
2008,1.809,1.367,0.401,0.042,MLI
2009,1.809,1.367,0.401,0.042,MLI
2010,2.14,1.449,0.641,0.05,MLI
2011,2.14,1.449,0.641,0.05,MLI
2012,2.14,1.449,0.641,0.05,MLI
2013,2.14,1.449,0.641,0.05,MLI
2014,2.14,1.449,0.641,0.05,MLI
2015,2.783,1.877,0.831,0.076,MLI
2016,2.783,1.877,0.831,0.076,MLI
2017,2.783,1.877,0.831,0.076,MLI
2018,2.783,1.877,0.831,0.076,MLI
2019,2.783,1.877,0.831,0.076,MLI
2020,2.783,1.877,0.831,0.076,MLI
2021,2.783,1.877,0.831,0.076,MLI
2022,2.783,1.877,0.831,0.076,MLI
2000,10.434,5.591,4.48,0.363,MLT
2001,10.434,5.591,4.48,0.363,MLT
2002,10.434,5.591,4.48,0.363,MLT
2003,10.434,5.591,4.48,0.363,MLT
2004,10.434,5.591,4.48,0.363,MLT
2005,10.603,5.817,4.401,0.385,MLT
2006,10.603,5.817,4.401,0.385,MLT
2007,10.603,5.817,4.401,0.385,MLT
2008,10.603,5.817,4.401,0.385,MLT
2009,10.603,5.817,4.401,0.385,MLT
2010,11.064,5.817,4.733,0.513,MLT
2011,11.064,5.817,4.733,0.513,MLT
2012,11.064,5.817,4.733,0.513,MLT
2013,11.064,5.817,4.733,0.513,MLT
2014,11.064,5.817,4.733,0.513,MLT
2015,11.816,5.828,5.282,0.706,MLT
2016,11.816,5.828,5.282,0.706,MLT
2017,11.816,5.828,5.282,0.706,MLT
2018,11.816,5.828,5.282,0.706,MLT
2019,11.816,5.828,5.282,0.706,MLT
2020,11.816,5.828,5.282,0.706,MLT
2021,11.816,5.828,5.282,0.706,MLT
2022,11.816,5.828,5.282,0.706,MLT
2000,3.647,2.899,0.679,0.069,MRT
2001,3.647,2.899,0.679,0.069,MRT
2002,3.647,2.899,0.679,0.069,MRT
2003,3.647,2.899,0.679,0.069,MRT
2004,3.647,2.899,0.679,0.069,MRT
2005,4.193,3.341,0.785,0.067,MRT
2006,4.193,3.341,0.785,0.067,MRT
2007,4.193,3.341,0.785,0.067,MRT
2008,4.193,3.341,0.785,0.067,MRT
2009,4.193,3.341,0.785,0.067,MRT
2010,4.704,3.762,0.882,0.06,MRT
2011,4.704,3.762,0.882,0.06,MRT
2012,4.704,3.762,0.882,0.06,MRT
2013,4.704,3.762,0.882,0.06,MRT
2014,4.704,3.762,0.882,0.06,MRT
2015,5.205,4.142,0.982,0.081,MRT
2016,5.205,4.142,0.982,0.081,MRT
2017,5.205,4.142,0.982,0.081,MRT
2018,5.205,4.142,0.982,0.081,MRT
2019,5.205,4.142,0.982,0.081,MRT
2020,5.205,4.142,0.982,0.081,MRT
2021,5.205,4.142,0.982,0.081,MRT
2022,5.205,4.142,0.982,0.081,MRT
2000,7.072,4.575,2.429,0.068,MUS
2001,7.072,4.575,2.429,0.068,MUS
2002,7.072,4.575,2.429,0.068,MUS
2003,7.072,4.575,2.429,0.068,MUS
2004,7.072,4.575,2.429,0.068,MUS
2005,8.163,4.859,3.182,0.122,MUS
2006,8.163,4.859,3.182,0.122,MUS
2007,8.163,4.859,3.182,0.122,MUS
2008,8.163,4.859,3.182,0.122,MUS
2009,8.163,4.859,3.182,0.122,MUS
2010,9.441,5.151,4.142,0.148,MUS
2011,9.441,5.151,4.142,0.148,MUS
2012,9.441,5.151,4.142,0.148,MUS
2013,9.441,5.151,4.142,0.148,MUS
2014,9.441,5.151,4.142,0.148,MUS
2015,9.81,5.265,4.378,0.167,MUS
2016,9.81,5.265,4.378,0.167,MUS
2017,9.81,5.265,4.378,0.167,MUS
2018,9.81,5.265,4.378,0.167,MUS
2019,9.81,5.265,4.378,0.167,MUS
2020,9.81,5.265,4.378,0.167,MUS
2021,9.81,5.265,4.378,0.167,MUS
2022,9.81,5.265,4.378,0.167,MUS
2000,7.96,4.935,2.639,0.386,MEX
2001,7.96,4.935,2.639,0.386,MEX
2002,7.96,4.935,2.639,0.386,MEX
2003,7.96,4.935,2.639,0.386,MEX
2004,7.96,4.935,2.639,0.386,MEX
2005,8.904,5.256,3.144,0.504,MEX
2006,8.904,5.256,3.144,0.504,MEX
2007,8.904,5.256,3.144,0.504,MEX
2008,8.904,5.256,3.144,0.504,MEX
2009,8.904,5.256,3.144,0.504,MEX
2010,9.185,5.36,3.244,0.581,MEX
2011,9.185,5.36,3.244,0.581,MEX
2012,9.185,5.36,3.244,0.581,MEX
2013,9.185,5.36,3.244,0.581,MEX
2014,9.185,5.36,3.244,0.581,MEX
2015,9.143,5.173,3.36,0.611,MEX
2016,9.143,5.173,3.36,0.611,MEX
2017,9.143,5.173,3.36,0.611,MEX
2018,9.143,5.173,3.36,0.611,MEX
2019,9.143,5.173,3.36,0.611,MEX
2020,9.143,5.173,3.36,0.611,MEX
2021,9.143,5.173,3.36,0.611,MEX
2022,9.143,5.173,3.36,0.611,MEX
2000,8.162,3.137,4.659,0.366,MNG
2001,8.162,3.137,4.659,0.366,MNG
2002,8.162,3.137,4.659,0.366,MNG
2003,8.162,3.137,4.659,0.366,MNG
2004,8.162,3.137,4.659,0.366,MNG
2005,8.799,3.083,5.061,0.654,MNG
2006,8.799,3.083,5.061,0.654,MNG
2007,8.799,3.083,5.061,0.654,MNG
2008,8.799,3.083,5.061,0.654,MNG
2009,8.799,3.083,5.061,0.654,MNG
2010,9.386,3.185,5.382,0.819,MNG
2011,9.386,3.185,5.382,0.819,MNG
2012,9.386,3.185,5.382,0.819,MNG
2013,9.386,3.185,5.382,0.819,MNG
2014,9.386,3.185,5.382,0.819,MNG
2015,9.868,3.359,5.563,0.946,MNG
2016,9.868,3.359,5.563,0.946,MNG
2017,9.868,3.359,5.563,0.946,MNG
2018,9.868,3.359,5.563,0.946,MNG
2019,9.868,3.359,5.563,0.946,MNG
2020,9.868,3.359,5.563,0.946,MNG
2021,9.868,3.359,5.563,0.946,MNG
2022,9.868,3.359,5.563,0.946,MNG
2000,4.094,2.329,1.518,0.247,MAR
2001,4.094,2.329,1.518,0.247,MAR
2002,4.094,2.329,1.518,0.247,MAR
2003,4.094,2.329,1.518,0.247,MAR
2004,4.094,2.329,1.518,0.247,MAR
2005,4.633,2.626,1.726,0.281,MAR
2006,4.633,2.626,1.726,0.281,MAR
2007,4.633,2.626,1.726,0.281,MAR
2008,4.633,2.626,1.726,0.281,MAR
2009,4.633,2.626,1.726,0.281,MAR
2010,5.273,3.04,1.916,0.317,MAR
2011,5.273,3.04,1.916,0.317,MAR
2012,5.273,3.04,1.916,0.317,MAR
2013,5.273,3.04,1.916,0.317,MAR
2014,5.273,3.04,1.916,0.317,MAR
2015,6.016,3.434,2.148,0.434,MAR
2016,6.016,3.434,2.148,0.434,MAR
2017,6.016,3.434,2.148,0.434,MAR
2018,6.016,3.434,2.148,0.434,MAR
2019,6.016,3.434,2.148,0.434,MAR
2020,6.016,3.434,2.148,0.434,MAR
2021,6.016,3.434,2.148,0.434,MAR
2022,6.016,3.434,2.148,0.434,MAR
2000,1.133,0.989,0.134,0.011,MOZ
2001,1.133,0.989,0.134,0.011,MOZ
2002,1.133,0.989,0.134,0.011,MOZ
2003,1.133,0.989,0.134,0.011,MOZ
2004,1.133,0.989,0.134,0.011,MOZ
2005,1.341,1.131,0.196,0.013,MOZ
2006,1.341,1.131,0.196,0.013,MOZ
2007,1.341,1.131,0.196,0.013,MOZ
2008,1.341,1.131,0.196,0.013,MOZ
2009,1.341,1.131,0.196,0.013,MOZ
2010,2.028,1.662,0.351,0.015,MOZ
2011,2.028,1.662,0.351,0.015,MOZ
2012,2.028,1.662,0.351,0.015,MOZ
2013,2.028,1.662,0.351,0.015,MOZ
2014,2.028,1.662,0.351,0.015,MOZ
2015,4.203,3.274,0.836,0.094,MOZ
2016,4.203,3.274,0.836,0.094,MOZ
2017,4.203,3.274,0.836,0.094,MOZ
2018,4.203,3.274,0.836,0.094,MOZ
2019,4.203,3.274,0.836,0.094,MOZ
2020,4.203,3.274,0.836,0.094,MOZ
2021,4.203,3.274,0.836,0.094,MOZ
2022,4.203,3.274,0.836,0.094,MOZ
2000,3.895,2.755,0.96,0.18,MMR
2001,3.895,2.755,0.96,0.18,MMR
2002,3.895,2.755,0.96,0.18,MMR
2003,3.895,2.755,0.96,0.18,MMR
2004,3.895,2.755,0.96,0.18,MMR
2005,4.451,3.016,1.189,0.247,MMR
2006,4.451,3.016,1.189,0.247,MMR
2007,4.451,3.016,1.189,0.247,MMR
2008,4.451,3.016,1.189,0.247,MMR
2009,4.451,3.016,1.189,0.247,MMR
2010,5.112,3.333,1.449,0.33,MMR
2011,5.112,3.333,1.449,0.33,MMR
2012,5.112,3.333,1.449,0.33,MMR
2013,5.112,3.333,1.449,0.33,MMR
2014,5.112,3.333,1.449,0.33,MMR
2015,5.427,3.564,1.589,0.274,MMR
2016,5.427,3.564,1.589,0.274,MMR
2017,5.427,3.564,1.589,0.274,MMR
2018,5.427,3.564,1.589,0.274,MMR
2019,5.427,3.564,1.589,0.274,MMR
2020,5.427,3.564,1.589,0.274,MMR
2021,5.427,3.564,1.589,0.274,MMR
2022,5.427,3.564,1.589,0.274,MMR
2000,5.898,4.618,1.21,0.071,NAM
2001,5.898,4.618,1.21,0.071,NAM
2002,5.898,4.618,1.21,0.071,NAM
2003,5.898,4.618,1.21,0.071,NAM
2004,5.898,4.618,1.21,0.071,NAM
2005,6.162,4.796,1.307,0.059,NAM
2006,6.162,4.796,1.307,0.059,NAM
2007,6.162,4.796,1.307,0.059,NAM
2008,6.162,4.796,1.307,0.059,NAM
2009,6.162,4.796,1.307,0.059,NAM
2010,6.359,4.917,1.394,0.048,NAM
2011,6.359,4.917,1.394,0.048,NAM
2012,6.359,4.917,1.394,0.048,NAM
2013,6.359,4.917,1.394,0.048,NAM
2014,6.359,4.917,1.394,0.048,NAM
2015,6.766,5.081,1.541,0.144,NAM
2016,6.766,5.081,1.541,0.144,NAM
2017,6.766,5.081,1.541,0.144,NAM
2018,6.766,5.081,1.541,0.144,NAM
2019,6.766,5.081,1.541,0.144,NAM
2020,6.766,5.081,1.541,0.144,NAM
2021,6.766,5.081,1.541,0.144,NAM
2022,6.766,5.081,1.541,0.144,NAM
2000,3.127,2.009,1.02,0.098,NPL
2001,3.127,2.009,1.02,0.098,NPL
2002,3.127,2.009,1.02,0.098,NPL
2003,3.127,2.009,1.02,0.098,NPL
2004,3.127,2.009,1.02,0.098,NPL
2005,3.74,2.489,1.155,0.096,NPL
2006,3.74,2.489,1.155,0.096,NPL
2007,3.74,2.489,1.155,0.096,NPL
2008,3.74,2.489,1.155,0.096,NPL
2009,3.74,2.489,1.155,0.096,NPL
2010,4.442,2.942,1.405,0.096,NPL
2011,4.442,2.942,1.405,0.096,NPL
2012,4.442,2.942,1.405,0.096,NPL
2013,4.442,2.942,1.405,0.096,NPL
2014,4.442,2.942,1.405,0.096,NPL
2015,5.367,3.263,1.924,0.18,NPL
2016,5.367,3.263,1.924,0.18,NPL
2017,5.367,3.263,1.924,0.18,NPL
2018,5.367,3.263,1.924,0.18,NPL
2019,5.367,3.263,1.924,0.18,NPL
2020,5.367,3.263,1.924,0.18,NPL
2021,5.367,3.263,1.924,0.18,NPL
2022,5.367,3.263,1.924,0.18,NPL
2000,11.136,5.904,4.528,0.705,NLD
2001,11.136,5.904,4.528,0.705,NLD
2002,11.136,5.904,4.528,0.705,NLD
2003,11.136,5.904,4.528,0.705,NLD
2004,11.136,5.904,4.528,0.705,NLD
2005,11.152,5.781,4.566,0.805,NLD
2006,11.152,5.781,4.566,0.805,NLD
2007,11.152,5.781,4.566,0.805,NLD
2008,11.152,5.781,4.566,0.805,NLD
2009,11.152,5.781,4.566,0.805,NLD
2010,11.707,5.969,4.812,0.926,NLD
2011,11.707,5.969,4.812,0.926,NLD
2012,11.707,5.969,4.812,0.926,NLD
2013,11.707,5.969,4.812,0.926,NLD
2014,11.707,5.969,4.812,0.926,NLD
2015,11.788,5.97,4.813,1.004,NLD
2016,11.788,5.97,4.813,1.004,NLD
2017,11.788,5.97,4.813,1.004,NLD
2018,11.788,5.97,4.813,1.004,NLD
2019,11.788,5.97,4.813,1.004,NLD
2020,11.788,5.97,4.813,1.004,NLD
2021,11.788,5.97,4.813,1.004,NLD
2022,11.788,5.97,4.813,1.004,NLD
2000,12.195,6.66,4.248,1.287,NZL
2001,12.195,6.66,4.248,1.287,NZL
2002,12.195,6.66,4.248,1.287,NZL
2003,12.195,6.66,4.248,1.287,NZL
2004,12.195,6.66,4.248,1.287,NZL
2005,12.095,6.57,4.22,1.306,NZL
2006,12.095,6.57,4.22,1.306,NZL
2007,12.095,6.57,4.22,1.306,NZL
2008,12.095,6.57,4.22,1.306,NZL
2009,12.095,6.57,4.22,1.306,NZL
2010,11.383,6.443,3.896,1.043,NZL
2011,11.383,6.443,3.896,1.043,NZL
2012,11.383,6.443,3.896,1.043,NZL
2013,11.383,6.443,3.896,1.043,NZL
2014,11.383,6.443,3.896,1.043,NZL
2015,10.998,6.52,3.694,0.783,NZL
2016,10.998,6.52,3.694,0.783,NZL
2017,10.998,6.52,3.694,0.783,NZL
2018,10.998,6.52,3.694,0.783,NZL
2019,10.998,6.52,3.694,0.783,NZL
2020,10.998,6.52,3.694,0.783,NZL
2021,10.998,6.52,3.694,0.783,NZL
2022,10.998,6.52,3.694,0.783,NZL
2000,5.699,3.649,1.658,0.392,NIC
2001,5.699,3.649,1.658,0.392,NIC
2002,5.699,3.649,1.658,0.392,NIC
2003,5.699,3.649,1.658,0.392,NIC
2004,5.699,3.649,1.658,0.392,NIC
2005,6.283,4.003,1.881,0.399,NIC
2006,6.283,4.003,1.881,0.399,NIC
2007,6.283,4.003,1.881,0.399,NIC
2008,6.283,4.003,1.881,0.399,NIC
2009,6.283,4.003,1.881,0.399,NIC
2010,6.819,4.285,2.1,0.435,NIC
2011,6.819,4.285,2.1,0.435,NIC
2012,6.819,4.285,2.1,0.435,NIC
2013,6.819,4.285,2.1,0.435,NIC
2014,6.819,4.285,2.1,0.435,NIC
2015,7.673,4.894,2.319,0.46,NIC
2016,7.673,4.894,2.319,0.46,NIC
2017,7.673,4.894,2.319,0.46,NIC
2018,7.673,4.894,2.319,0.46,NIC
2019,7.673,4.894,2.319,0.46,NIC
2020,7.673,4.894,2.319,0.46,NIC
2021,7.673,4.894,2.319,0.46,NIC
2022,7.673,4.894,2.319,0.46,NIC
2000,1.431,1.114,0.291,0.026,NER
2001,1.431,1.114,0.291,0.026,NER
2002,1.431,1.114,0.291,0.026,NER
2003,1.431,1.114,0.291,0.026,NER
2004,1.431,1.114,0.291,0.026,NER
2005,1.619,1.245,0.345,0.029,NER
2006,1.619,1.245,0.345,0.029,NER
2007,1.619,1.245,0.345,0.029,NER
2008,1.619,1.245,0.345,0.029,NER
2009,1.619,1.245,0.345,0.029,NER
2010,1.945,1.485,0.428,0.031,NER
2011,1.945,1.485,0.428,0.031,NER
2012,1.945,1.485,0.428,0.031,NER
2013,1.945,1.485,0.428,0.031,NER
2014,1.945,1.485,0.428,0.031,NER
2015,2.427,1.807,0.566,0.054,NER
2016,2.427,1.807,0.566,0.054,NER
2017,2.427,1.807,0.566,0.054,NER
2018,2.427,1.807,0.566,0.054,NER
2019,2.427,1.807,0.566,0.054,NER
2020,2.427,1.807,0.566,0.054,NER
2021,2.427,1.807,0.566,0.054,NER
2022,2.427,1.807,0.566,0.054,NER
2000,11.558,6.561,4.246,0.751,NOR
2001,11.558,6.561,4.246,0.751,NOR
2002,11.558,6.561,4.246,0.751,NOR
2003,11.558,6.561,4.246,0.751,NOR
2004,11.558,6.561,4.246,0.751,NOR
2005,11.909,6.295,4.793,0.821,NOR
2006,11.909,6.295,4.793,0.821,NOR
2007,11.909,6.295,4.793,0.821,NOR
2008,11.909,6.295,4.793,0.821,NOR
2009,11.909,6.295,4.793,0.821,NOR
2010,11.648,6.089,4.71,0.849,NOR
2011,11.648,6.089,4.71,0.849,NOR
2012,11.648,6.089,4.71,0.849,NOR
2013,11.648,6.089,4.71,0.849,NOR
2014,11.648,6.089,4.71,0.849,NOR
2015,12.706,6.388,5.201,1.117,NOR
2016,12.706,6.388,5.201,1.117,NOR
2017,12.706,6.388,5.201,1.117,NOR
2018,12.706,6.388,5.201,1.117,NOR
2019,12.706,6.388,5.201,1.117,NOR
2020,12.706,6.388,5.201,1.117,NOR
2021,12.706,6.388,5.201,1.117,NOR
2022,12.706,6.388,5.201,1.117,NOR
2000,4.04,2.023,1.743,0.273,PAK
2001,4.04,2.023,1.743,0.273,PAK
2002,4.04,2.023,1.743,0.273,PAK
2003,4.04,2.023,1.743,0.273,PAK
2004,4.04,2.023,1.743,0.273,PAK
2005,5.054,2.738,2.123,0.193,PAK
2006,5.054,2.738,2.123,0.193,PAK
2007,5.054,2.738,2.123,0.193,PAK
2008,5.054,2.738,2.123,0.193,PAK
2009,5.054,2.738,2.123,0.193,PAK
2010,5.222,2.736,2.275,0.21,PAK
2011,5.222,2.736,2.275,0.21,PAK
2012,5.222,2.736,2.275,0.21,PAK
2013,5.222,2.736,2.275,0.21,PAK
2014,5.222,2.736,2.275,0.21,PAK
2015,5.987,3.067,2.63,0.29,PAK
2016,5.987,3.067,2.63,0.29,PAK
2017,5.987,3.067,2.63,0.29,PAK
2018,5.987,3.067,2.63,0.29,PAK
2019,5.987,3.067,2.63,0.29,PAK
2020,5.987,3.067,2.63,0.29,PAK
2021,5.987,3.067,2.63,0.29,PAK
2022,5.987,3.067,2.63,0.29,PAK
2000,9.24,5.335,3.245,0.66,PAN
2001,9.24,5.335,3.245,0.66,PAN
2002,9.24,5.335,3.245,0.66,PAN
2003,9.24,5.335,3.245,0.66,PAN
2004,9.24,5.335,3.245,0.66,PAN
2005,9.508,5.408,3.379,0.721,PAN
2006,9.508,5.408,3.379,0.721,PAN
2007,9.508,5.408,3.379,0.721,PAN
2008,9.508,5.408,3.379,0.721,PAN
2009,9.508,5.408,3.379,0.721,PAN
2010,9.724,5.451,3.51,0.763,PAN
2011,9.724,5.451,3.51,0.763,PAN
2012,9.724,5.451,3.51,0.763,PAN
2013,9.724,5.451,3.51,0.763,PAN
2014,9.724,5.451,3.51,0.763,PAN
2015,10.085,5.541,3.759,0.785,PAN
2016,10.085,5.541,3.759,0.785,PAN
2017,10.085,5.541,3.759,0.785,PAN
2018,10.085,5.541,3.759,0.785,PAN
2019,10.085,5.541,3.759,0.785,PAN
2020,10.085,5.541,3.759,0.785,PAN
2021,10.085,5.541,3.759,0.785,PAN
2022,10.085,5.541,3.759,0.785,PAN
2000,3.686,3.106,0.538,0.042,PNG
2001,3.686,3.106,0.538,0.042,PNG
2002,3.686,3.106,0.538,0.042,PNG
2003,3.686,3.106,0.538,0.042,PNG
2004,3.686,3.106,0.538,0.042,PNG
2005,4.243,3.618,0.585,0.04,PNG
2006,4.243,3.618,0.585,0.04,PNG
2007,4.243,3.618,0.585,0.04,PNG
2008,4.243,3.618,0.585,0.04,PNG
2009,4.243,3.618,0.585,0.04,PNG
2010,4.47,3.759,0.675,0.036,PNG
2011,4.47,3.759,0.675,0.036,PNG
2012,4.47,3.759,0.675,0.036,PNG
2013,4.47,3.759,0.675,0.036,PNG
2014,4.47,3.759,0.675,0.036,PNG
2015,4.646,3.706,0.907,0.034,PNG
2016,4.646,3.706,0.907,0.034,PNG
2017,4.646,3.706,0.907,0.034,PNG
2018,4.646,3.706,0.907,0.034,PNG
2019,4.646,3.706,0.907,0.034,PNG
2020,4.646,3.706,0.907,0.034,PNG
2021,4.646,3.706,0.907,0.034,PNG
2022,4.646,3.706,0.907,0.034,PNG
2000,6.552,4.882,1.444,0.226,PRY
2001,6.552,4.882,1.444,0.226,PRY
2002,6.552,4.882,1.444,0.226,PRY
2003,6.552,4.882,1.444,0.226,PRY
2004,6.552,4.882,1.444,0.226,PRY
2005,8.034,5.221,2.705,0.108,PRY
2006,8.034,5.221,2.705,0.108,PRY
2007,8.034,5.221,2.705,0.108,PRY
2008,8.034,5.221,2.705,0.108,PRY
2009,8.034,5.221,2.705,0.108,PRY
2010,7.991,5.285,2.442,0.265,PRY
2011,7.991,5.285,2.442,0.265,PRY
2012,7.991,5.285,2.442,0.265,PRY
2013,7.991,5.285,2.442,0.265,PRY
2014,7.991,5.285,2.442,0.265,PRY
2015,8.814,5.427,2.913,0.475,PRY
2016,8.814,5.427,2.913,0.475,PRY
2017,8.814,5.427,2.913,0.475,PRY
2018,8.814,5.427,2.913,0.475,PRY
2019,8.814,5.427,2.913,0.475,PRY
2020,8.814,5.427,2.913,0.475,PRY
2021,8.814,5.427,2.913,0.475,PRY
2022,8.814,5.427,2.913,0.475,PRY
2000,9.046,5.016,3.046,0.985,PER
2001,9.046,5.016,3.046,0.985,PER
2002,9.046,5.016,3.046,0.985,PER
2003,9.046,5.016,3.046,0.985,PER
2004,9.046,5.016,3.046,0.985,PER
2005,9.884,5.324,3.394,1.165,PER
2006,9.884,5.324,3.394,1.165,PER
2007,9.884,5.324,3.394,1.165,PER
2008,9.884,5.324,3.394,1.165,PER
2009,9.884,5.324,3.394,1.165,PER
2010,9.278,5.46,3.195,0.623,PER
2011,9.278,5.46,3.195,0.623,PER
2012,9.278,5.46,3.195,0.623,PER
2013,9.278,5.46,3.195,0.623,PER
2014,9.278,5.46,3.195,0.623,PER
2015,9.987,5.551,3.719,0.717,PER
2016,9.987,5.551,3.719,0.717,PER
2017,9.987,5.551,3.719,0.717,PER
2018,9.987,5.551,3.719,0.717,PER
2019,9.987,5.551,3.719,0.717,PER
2020,9.987,5.551,3.719,0.717,PER
2021,9.987,5.551,3.719,0.717,PER
2022,9.987,5.551,3.719,0.717,PER
2000,7.956,5.054,2.25,0.652,PHL
2001,7.956,5.054,2.25,0.652,PHL
2002,7.956,5.054,2.25,0.652,PHL
2003,7.956,5.054,2.25,0.652,PHL
2004,7.956,5.054,2.25,0.652,PHL
2005,8.274,5.297,2.349,0.628,PHL
2006,8.274,5.297,2.349,0.628,PHL
2007,8.274,5.297,2.349,0.628,PHL
2008,8.274,5.297,2.349,0.628,PHL
2009,8.274,5.297,2.349,0.628,PHL
2010,8.647,5.514,2.524,0.608,PHL
2011,8.647,5.514,2.524,0.608,PHL
2012,8.647,5.514,2.524,0.608,PHL
2013,8.647,5.514,2.524,0.608,PHL
2014,8.647,5.514,2.524,0.608,PHL
2015,9.007,5.665,2.645,0.696,PHL
2016,9.007,5.665,2.645,0.696,PHL
2017,9.007,5.665,2.645,0.696,PHL
2018,9.007,5.665,2.645,0.696,PHL
2019,9.007,5.665,2.645,0.696,PHL
2020,9.007,5.665,2.645,0.696,PHL
2021,9.007,5.665,2.645,0.696,PHL
2022,9.007,5.665,2.645,0.696,PHL
2000,10.739,7.447,2.924,0.367,POL
2001,10.739,7.447,2.924,0.367,POL
2002,10.739,7.447,2.924,0.367,POL
2003,10.739,7.447,2.924,0.367,POL
2004,10.739,7.447,2.924,0.367,POL
2005,11.364,7.584,3.207,0.574,POL
2006,11.364,7.584,3.207,0.574,POL
2007,11.364,7.584,3.207,0.574,POL
2008,11.364,7.584,3.207,0.574,POL
2009,11.364,7.584,3.207,0.574,POL
2010,11.62,7.513,3.43,0.677,POL
2011,11.62,7.513,3.43,0.677,POL
2012,11.62,7.513,3.43,0.677,POL
2013,11.62,7.513,3.43,0.677,POL
2014,11.62,7.513,3.43,0.677,POL
2015,11.771,7.42,3.546,0.805,POL
2016,11.771,7.42,3.546,0.805,POL
2017,11.771,7.42,3.546,0.805,POL
2018,11.771,7.42,3.546,0.805,POL
2019,11.771,7.42,3.546,0.805,POL
2020,11.771,7.42,3.546,0.805,POL
2021,11.771,7.42,3.546,0.805,POL
2022,11.771,7.42,3.546,0.805,POL
2000,8.406,5.246,2.778,0.383,PRT
2001,8.406,5.246,2.778,0.383,PRT
2002,8.406,5.246,2.778,0.383,PRT
2003,8.406,5.246,2.778,0.383,PRT
2004,8.406,5.246,2.778,0.383,PRT
2005,8.122,5.367,2.456,0.3,PRT
2006,8.122,5.367,2.456,0.3,PRT
2007,8.122,5.367,2.456,0.3,PRT
2008,8.122,5.367,2.456,0.3,PRT
2009,8.122,5.367,2.456,0.3,PRT
2010,8.706,5.587,2.774,0.345,PRT
2011,8.706,5.587,2.774,0.345,PRT
2012,8.706,5.587,2.774,0.345,PRT
2013,8.706,5.587,2.774,0.345,PRT
2014,8.706,5.587,2.774,0.345,PRT
2015,9.499,5.846,3.139,0.514,PRT
2016,9.499,5.846,3.139,0.514,PRT
2017,9.499,5.846,3.139,0.514,PRT
2018,9.499,5.846,3.139,0.514,PRT
2019,9.499,5.846,3.139,0.514,PRT
2020,9.499,5.846,3.139,0.514,PRT
2021,9.499,5.846,3.139,0.514,PRT
2022,9.499,5.846,3.139,0.514,PRT
2000,6.697,3.63,2.558,0.51,QAT
2001,6.697,3.63,2.558,0.51,QAT
2002,6.697,3.63,2.558,0.51,QAT
2003,6.697,3.63,2.558,0.51,QAT
2004,6.697,3.63,2.558,0.51,QAT
2005,7.354,3.874,2.902,0.579,QAT
2006,7.354,3.874,2.902,0.579,QAT
2007,7.354,3.874,2.902,0.579,QAT
2008,7.354,3.874,2.902,0.579,QAT
2009,7.354,3.874,2.902,0.579,QAT
2010,8.549,5.104,2.884,0.561,QAT
2011,8.549,5.104,2.884,0.561,QAT
2012,8.549,5.104,2.884,0.561,QAT
2013,8.549,5.104,2.884,0.561,QAT
2014,8.549,5.104,2.884,0.561,QAT
2015,9.413,5.583,3.266,0.564,QAT
2016,9.413,5.583,3.266,0.564,QAT
2017,9.413,5.583,3.266,0.564,QAT
2018,9.413,5.583,3.266,0.564,QAT
2019,9.413,5.583,3.266,0.564,QAT
2020,9.413,5.583,3.266,0.564,QAT
2021,9.413,5.583,3.266,0.564,QAT
2022,9.413,5.583,3.266,0.564,QAT
2000,11.801,5.86,4.925,1.016,KOR
2001,11.801,5.86,4.925,1.016,KOR
2002,11.801,5.86,4.925,1.016,KOR
2003,11.801,5.86,4.925,1.016,KOR
2004,11.801,5.86,4.925,1.016,KOR
2005,12.272,5.904,5.19,1.178,KOR
2006,12.272,5.904,5.19,1.178,KOR
2007,12.272,5.904,5.19,1.178,KOR
2008,12.272,5.904,5.19,1.178,KOR
2009,12.272,5.904,5.19,1.178,KOR
2010,12.959,5.942,5.403,1.613,KOR
2011,12.959,5.942,5.403,1.613,KOR
2012,12.959,5.942,5.403,1.613,KOR
2013,12.959,5.942,5.403,1.613,KOR
2014,12.959,5.942,5.403,1.613,KOR
2015,12.835,5.928,5.427,1.48,KOR
2016,12.835,5.928,5.427,1.48,KOR
